Nowak
Tokarczyk
Śledź
Janczak
Lipiec
Olech
Rybka
Romańska
Wojtowicz
Szkudlarek
Gąsiorek
Perkowska
Kapuścińska
Bilińska
Skonieczna
Dutkiewicz
Dymek
Gładysz
Szymanek
Raczkowska
Wasielewska
Flak
Radziszewska
Staszak
Bartoszek
Ambroziak
Kurzawa
Puchała
Maziarz
Wyrzykowska
Potocka
Pisarek
Konarska
Szczurek
Majkowska
Bugajska
Reszka
Adamczewska
Wajda
Kaźmierska
Dzikowska
Piech
Kokot
Smoleń
Karolak
Suchecka
Kupiec
Romaniuk
Kulpa
Czarnota
Rokicka
Pękala
Kalińska
Wrzosek
Kępka
Plichta
Banaszak
Kawalec
Solecka
Białecka
Kochańska
Stokłosa
Figura
Jaskulska
Szymanowska
Dziura
Kokoszka
Olszak
Dolata
Rodak
Piechocka
Pierzchała
Bugaj
Golińska
Ferenc
Pasek
Balicka
Krauze
Brzeska
Paradowska
Sułkowska
Płatek
Zborowska
Mączka
Waszkiewicz
Brodowska
Wojtaszek
Jaroszewska
Barszcz
Bojarska
Kolasińska
Osowska
Biała
Dolińska
Stępniewska
Góralczyk
Szczygielska
Biela
Lasek
Gabryś
Świerczek
Wielgus
Weber
Chrobak
Kempa
Cichosz
Smolarek
Piszczek
Kostka
Morawiec
Szymaniak
Ławniczak
Walczyk
Figiel
Mach
Szadkowska
Zarębska
Wójciak
Piskorz
Lachowicz
Osuch
Koprowska
Zimna
Orzeł
Szpak
Garbacz
Traczyk
Ćwiklińska
Sudoł
Paszek
Brożek
Lorek
Ciołek
Gołąbek
Łoś
Wdowiak
Gruca
Kołodziejczak
Surowiec
Kozera
Grabska
Grela
Baron
Bator
Bernat
Antoniak
Mrowiec
Stachowska
Zapała
Myśliwiec
Mularczyk
Pięta
Jamróz
Błażejewska
Wąsowska
Ożóg
Sala
Glińska
Półtorak
Burda
Dobrzańska
Galińska
Filipczak
Świtała
Wachowiak
Burek
Czaplińska
Modrzejewska
Kochanowska
Nadolska
Oleś
Zawisza
Winnicka
Matusik
Jedynak
Niezgoda
Kulikowska
Bartosiewicz
Gałecka
Zasada
Gaj
Franczak
Błońska
Kozyra
Grygiel
Okoń
Plewa
Gazda
Musioł
Czuba
Kazimierczak
Zawistowska
Tymińska
Łach
Bartnicka
Nalepa
Szubert
Waligóra
Kraska
Kapica
Bernacka
Jaskólska
Sobocińska
Iwanowska
Włoch
Szweda
Pietrzykowska
Kostrzewska
Biel
Kozicka
Majda
Mieczkowska
Tuszyńska
Kościelniak
Matczak
Frankiewicz
Klimas
Szczepanek
Sarnowska
Stencel
Marczewska
Skwarek
Gajek
Królik
Wielgosz
Bień
Ćwik
Domagalska
Klimaszewska
Gołaszewska
Pastuszka
Dusza
Sitko
Skorupska
Boroń
Róg
Przybyszewska
Młynarska
Janeczek
Miś
Drąg
Jackiewicz
Daniel
Ogórek
Nadolna
Wiszniewska
Podsiadło
Ozga
Galas
Sobczyńska
Iwanicka
Lemańska
Słomińska
Wcisło
Błaszkiewicz
Wilczewska
Rybińska
Spychała
Strzałkowska
Seweryn
Bogdan
Nycz
Antkowiak
Krause
Gałuszka
Rychlik
Turska
Zawiślak
Nosal
Panasiuk
Pieńkowska
Radwańska
Radzikowska
Góralska
Makarewicz
Neumann
Kłosińska
Mikuła
Wydra
Kornacka
Machnik
Ryba
Słomka
Bartkowska
Kluska
Ludwiczak
Kasperska
Tabor
Walas
Rumińska
Szafran
Bojanowska
Kołacz
Zaleska
Dudkiewicz
Ługowska
Ziomek
Lewczuk
Pilarczyk
Rybacka
Rokita
Czubak
Bryła
Furtak
Miszczak
Buda
Marcinkiewicz
Mirek
Baczyńska
Śliwka
Dębicka
Grobelna
Giza
Guz
Soboń
Cieślińska
Czerwonka
Jończyk
Drewniak
Chojecka
Napiórkowska
Świercz
Stopa
Kalita
Szostek
Wachowska
Dworak
Wnęk
Kobylińska
Mizera
Kalbarczyk
Wilińska
Zatorska
Borowiak
Kąkol
Kreft
Cyran
Machowska
Węglarz
Iwaniuk
Rączka
Osiecka
Chylińska
Pater
Czapska
Kozińska
Karasińska
Piwowar
Mastalerz
Topolska
Czapiewska
Markowicz
Klonowska
Ostaszewska
Plucińska
Kulas
Gąska
Gregorczyk
Łuczyńska
Pisarska
Smyk
Szmidt
Komar
Waszak
Ziemba
Tarka
Frydrych
Krasuska
Dawid
Miler
Trzaska
Mikołajewska
Gwiazda
Dylewska
Badura
Caban
Jakubczak
Kondracka
Moskwa
Malczewska
Motyl
Dul
Matuszczak
Sitarz
Pyka
Sakowska
Rydzewska
Widera
Wierzchowska
Olender
Truszkowska
Kunicka
Konieczny
Klein
Bogacka
Szewczuk
Iwan
Popiołek
Piekarz
Suchocka
Załęska
Kielar
Czaplicka
Fabisiak
Siuda
Szafraniec
Grzegorzewska
Sosińska
Kuligowska
Krawczyńska
Starzyńska
Szlachta
Mirowska
Staroń
Chruściel
Maciaszek
Gądek
Karbowska
Sękowska
Borecka
Bogdanowicz
Jeleń
Kotarska
Wojnowska
Jarecka
Wolny
Poręba
Mrozińska
Pajor
Kusz
Wiatr
Borowiecka
Sagan
Wąsowicz
Babiarz
Nowosielska
Niedźwiedź
Nocoń
Rakoczy
Sznajder
Lachowska
Małolepsza
Borucka
Szczotka
Krzak
Kloc
Cywińska
Matyja
Synowiec
Borowicz
Kupczyk
Trojan
Majer
Biegańska
Oleksiak
Jeż
Strzelec
Zdanowicz
Bloch
Dawidowicz
Przygoda
Kurkowska
Chowaniec
Trawińska
Gromek
Dawidowska
Karwacka
Barczyk
Kosiorek
Wojtkowska
Mielnik
Gajos
Łukomska
Hofman
Madejska
Ogrodnik
Poznańska
Bączek
Olesińska
Wojdyła
Wolańska
Rusinek
Wojnarowska
Kępińska
Mateja
Rozmus
Gancarz
Ruszkowska
Zdrojewska
Adamkiewicz
Podolska
Tobiasz
Wierzbowska
Kudła
Paciorek
Bocheńska
Kocur
Łysiak
Koch
Jankiewicz
Dzięcioł
Jeżewska
Jarocka
Kuta
Ogonowska
Misiewicz
Woźnicka
Józefowicz
Ćwiek
Kuna
Suchodolska
Bogusławska
Kisielewska
Kułakowska
Pieniążek
Golonka
Sarna
Kliś
Płaczek
Stach
Dzięgielewska
Hałas
Kwaśniak
Rataj
Kossakowska
Zwierzchowska
Deptuła
Samborska
Kotowicz
Kuźmińska
Sroczyńska
Florczyk
Karpowicz
Tarkowska
Walkiewicz
Pokorska
Sajdak
Sobkowiak
Bartosiak
Stawska
Mąka
Kosior
Kubala
Anioł
Bańkowska
Pośpiech
Szumska
Korczyńska
Mrozik
Myszka
Jelonek
Piechowiak
Guzek
Krasoń
Rybczyńska
Bielicka
Abramowicz
Głowacz
Jach
Wąs
Pawłowicz
Ptaszyńska
Roguska
Kawczyńska
Popek
Glinka
Bajor
Myszkowska
Krasińska
Mądra
Bałdyga
Filipowska
Zajdel
Łącka
Górzyńska
Kasprowicz
Zajkowska
Oleszczuk
Piróg
Piskorska
Bocian
Żochowska
Badowska
Całka
Adamczuk
Pankowska
Sawczuk
Ziaja
Mrozowska
Puzio
Wysokińska
Wlazło
Janikowska
Boguszewska
Skrzyńska
Siemińska
Frąckiewicz
Kulczycka
Kicińska
Tomaszek
Marczyk
Żmijewska
Banaszkiewicz
Drzazga
Marczuk
Skrzypiec
Rachwał
Swoboda
Tworek
Łukawska
Dzik
Sułek
Wojewoda
Dybowska
Guzowska
Rzeźnik
Janiec
Jaskuła
Nosek
Matuszek
Przybyłek
Stankowska
Winkler
Ciszek
Głuchowska
Słota
Bęben
Wojnar
Kuczera
Lisek
Fortuna
Jakubik
Kupis
Andrzejak
Rynkiewicz
Rola
Kuklińska
Nykiel
Skupień
Dominik
Polok
Duraj
Olek
Starczewska
Ignaczak
Cholewińska
Daniluk
Pach
Knop
Kopka
Mitura
Łoboda
Pawlaczyk
Rozwadowska
Żbikowska
Jodłowska
Abramczyk
Kuśnierz
Kuźniar
Kupczak
Kulka
Łata
Foryś
Kędzia
Dopierała
Słowikowska
Koc
Spychalska
Sobierajska
Zadrożna
Maciejczyk
Łukasiak
Stadnik
Maćkowska
Ozimek
Gawłowska
Cisek
Piaskowska
Depta
Fornal
Lubińska
Dębińska
Sosna
Siwak
Soja
Cichy
Łukowska
Choińska
Czerniawska
Chuda
Zabielska
Gondek
Górczyńska
Kozub
Moroz
Przybylak
Klimowicz
Bryk
Niziołek
Celińska
Gawęda
Rowińska
Klimkiewicz
Jarosińska
Piwońska
Bartoszewicz
Stawarz
Formela
Rogulska
Januszkiewicz
Walicka
Cabaj
Połeć
Wiktor
Zienkiewicz
Ficek
Krok
Ćwikła
Kołek
Kobiela
Chudy
Barczak
Kaliszewska
Pacek
Krzyżaniak
Łakoma
Czarnowska
Grabiec
Krygier
Krzemień
Walasek
Płuciennik
Szpakowska
Janecka
Moszczyńska
Skrzypczyk
Gutkowska
Kazimierska
Sołtysik
Idzikowska
Pawełczyk
Wojtysiak
Balińska
Gierszewska
Kubas
Siwińska
Janowicz
Piecha
Koralewska
Mioduszewska
Płachta
Gierczak
Pankiewicz
Dembińska
Pokora
Kilian
Binkowska
Kędra
Piecuch
Szmyt
Polkowska
Hebda
Laska
Pawełek
Urbanik
Budnik
Liszewska
Fila
Wicher
Kuriata
Szewc
Płóciennik
Terlecka
Bińkowska
Małachowska
Zdanowska
Klich
Cieślar
Barszczewska
Bienias
Klimczyk
Kwapisz
Mokrzycka
Jasiak
Opalińska
Biedrzycka
Romańczuk
Żaczek
Patyk
Sobala
Chlebowska
Święcicka
Popiel
Chrząszcz
Skuza
Wiatrowska
Domaradzka
Kleszcz
Niedbała
Świtalska
Cichowska
Skotnicka
Krzysztofik
Piekarczyk
Pniewska
Wanat
Poźniak
Sałata
Cichecka
Kosek
Bajer
Gibas
Mickiewicz
Gawryś
Pikuła
Labuda
Lupa
Stawiarska
Czop
Kasińska
Czernik
Andruszkiewicz
Chmielecka
Drab
Kacperska
Łada
Chudzińska
Bączkowska
Ulatowska
Ruta
Kownacka
Lenartowicz
Żabińska
Basińska
Piechowska
Sobiech
Wachowicz
Gołda
Walaszczyk
Piwko
Miłek
Kukuła
Sas
Kułaga
Palka
Kośmider
Kozikowska
Kufel
Kopiec
Pietrucha
Orlińska
Obara
Kalicka
Pustelnik
Sypniewska
Stefanowicz
Szewczak
Wilkowska
Zawadka
Sarnecka
Sieńko
Kierzkowska
Pawlus
Meller
Semeniuk
Warda
Ochman
Grabińska
Karwat
Przybyło
Fiszer
Stefanowska
Szmit
Jaworowska
Chęcińska
Orlik
Marcinek
Bartosz
Czernecka
Wolanin
Tabaka
Matysek
Głuszek
Jasek
Kwaśnik
Mościcka
Jurewicz
Kożuch
Szczęch
Gwizdała
Poloczek
Maciak
Szydło
Kasprzycka
Łozińska
Miernik
Borzęcka
Bębenek
Rostkowska
Boniecka
Łukaszczyk
Solarz
Juraszek
Kur
Nikiel
Gontarz
Kocot
Miazga
Szymura
Gruszecka
Iskra
Antosik
Fedorowicz
Mruk
Borawska
Rojewska
Ryszka
Karbowiak
Korycka
Sasin
Dragan
Piela
Szczęśniak
Poniatowska
Łaska
Wawer
Czarnik
Plata
Jurga
Leja
Mielewczyk
Narloch
Kuźnik
Brożyna
Hinc
Żydek
Sadkowska
Górnik
Sałek
Błasiak
Cieszyńska
Boczkowska
Rodziewicz
Dziubek
Michalec
Kotecka
Zduńczyk
Świniarska
Spyra
Pietkiewicz
Myślińska
Lewkowicz
Klepacka
Ignasiak
Jasik
Józefiak
Budna
Pliszka
Szymborska
Polakowska
Wszołek
Kiszka
Ziobro
Bomba
Jabłonowska
Lechowicz
Tarasiuk
Dmochowska
Okońska
Bartoszewska
Dyrda
Głodek
Prusak
Momot
Tyszkiewicz
Ligęza
Kaim
Stefańczyk
Bura
Bańka
Kwaśna
Majchrowska
Koperska
Nowosad
Olejarz
Kacprzyk
Mania
Cisowska
Jagła
Kryńska
Babińska
Kowalkowska
Zelek
Pietrasik
Pogoda
Napora
Mleczko
Samsel
Czechowicz
Bil
Kuśmierczyk
Musielak
Żelazna
Porada
Gawin
Langner
Firlej
Jaszczuk
Będkowska
Schulz
Stasik
Boczek
Gralak
Suszek
Wilczak
Szyszko
Kustra
Pietruszewska
Wronka
Rzepa
Nędza
Wegner
Dereń
Klocek
Sobiecka
Deja
Łęcka
Pietraszek
Wojtaś
Żółtowska
Kłak
Sak
Głuch
Kaczmarzyk
Pawluk
Goździk
Kosakowska
Bykowska
Grad
Malczyk
Konik
Mrówka
Skwara
Borowik
Dmowska
Ciechanowska
Domin
Moczulska
Paliwoda
Włodarczak
Kądziela
Mączyńska
Przyborowska
Czekalska
Kasza
Strzyżewska
Kosecka
Giemza
Janczewska
Sójka
Wasiluk
Winiarczyk
Bryl
Machura
Świderek
Jagieła
Balcer
Pasieka
Zarzecka
Nowik
Konkol
Ciosek
Matkowska
Peplińska
Pytlik
Suder
Jarzyna
Sukiennik
Targosz
Piekut
Sadłowska
Tańska
Batko
Kociołek
Krysztofiak
Müller
Orlikowska
Barnaś
Mnich
Toczek
Lipowska
Pacholska
Świstak
Gorzkowska
Kubińska
Tyszka
Przytuła
Czarkowska
Krupska
Zwierzyńska
Krynicka
Wiktorowicz
Richter
Parzych
Butkiewicz
Ząbek
Gębala
Kuśmierz
Krzywicka
Brzóska
Pawelczyk
Czekała
Osiak
Machaj
Kocik
Jedlińska
Augustynowicz
Regulska
Skoczeń
Starzyk
Żywicka
Wojtala
Sabat
Sobol
Chrzan
Grala
Kantor
Pakulska
Karbownik
Suwała
Wierzba
Grzeszczak
Starosta
Tęcza
Czerska
Kądziołka
Cegielska
Kmieciak
Kotas
Michna
Wala
Gronowska
Fijołek
Galant
Białowąs
Dutka
Jarząb
Nguyen
Brzostek
Chyła
Jańczak
Paszko
Wątroba
Chmielowiec
Niewęgłowska
Tarnawska
Waszczuk
Stanik
Krzywda
Lubańska
Bała
Płaza
Lesińska
Kalemba
Matuszczyk
Górnicka
Struzik
Łagowska
Tyczyńska
Pudło
Staśkiewicz
Dziubińska
Jura
Drążek
Kułak
Bolek
Filipkowska
Bartkiewicz
Jopek
Malińska
Rusiecka
Ptasińska
Rawska
Skoczek
Grajewska
Langer
Załuska
Wasik
Grądzka
Grzegorek
Przywara
Danielewicz
Szmigiel
Słomska
Wolf
Prokopowicz
Korcz
Migdał
Romanowicz
Miszczuk
Olkowska
Szerszeń
Brzoza
Cieplińska
Idziak
Kijewska
Chodorowska
Fryc
Góźdź
Kaczkowska
Pióro
Szablewska
Borowa
Ginter
Kotwica
Lisiak
Talaga
Zawierucha
Jarzyńska
Lipa
Magdziarz
Juszkiewicz
Skarżyńska
Małkiewicz
Jędrzejak
Szczecińska
Miłkowska
Czopek
Rokosz
Sobecka
Kosicka
Żaba
Blicharz
Kapała
Konior
Sakowicz
Dziadosz
Chrostowska
Więcław
Głód
Kukiełka
Goławska
Krawczak
Gołdyn
Kret
Bartos
Chmielowska
Dolecka
Pałasz
Podolak
Bajorek
Śmietana
Dorosz
Fojcik
Krasnodębska
Makowiecka
Marczyńska
Godek
Rafalska
Kolińska
Martyniuk
Kurzeja
Mielniczuk
Krzyżak
Tarczyńska
Siwik
Ptaszek
Arciszewska
Krysińska
Baryła
Buczak
Ciupa
Kuczkowska
Maksymiuk
Walter
Radziejewska
Rydz
Sulima
Smaga
Szczepkowska
Pabian
Furmanek
Walkowska
Wołowiec
Karp
Łojek
Daszkiewicz
Ciecierska
Barska
Rapacz
Stróżyk
Golik
Niewińska
Jarek
Łukaszuk
Adamowska
Fic
Kurpiewska
Stępińska
Jaworek
Kabat
Michniewicz
Miłosz
Młyńska
Żurowska
Kmita
Szałkowska
Perz
Woźny
Walczuk
Sielska
Tkocz
Styś
Ciura
Karczmarczyk
Kołtun
Paduch
Woch
Cybula
Dobek
Mrówczyńska
Paluszkiewicz
Brzezicka
Jaroszewicz
Ziółek
Kochan
Dombrowska
Konarzewska
Kupka
Sarzyńska
Jamrozik
Gębska
Sawa
Siekierska
Obrębska
Wojtkiewicz
Janota
Biskupska
Gębka
Jażdżewska
Konieczka
Zyśk
Gromadzka
Hawryluk
Marszał
Śmiałek
Rychter
Błoch
Pszczółkowska
Zaniewska
Radzik
Wojtal
Franczyk
Falkiewicz
Niedźwiedzka
Gniadek
Libera
Biały
Rajewska
Boruta
Zamojska
Kulczyńska
Stefaniuk
Antonowicz
Latos
Ochocka
Przybyłowska
Kasperczyk
Bryś
Durka
Fąfara
Rusak
Świętek
Wiewióra
Bujnowska
Sieczka
Dębek
Weiss
Jakubek
Płotka
Pałczyńska
Antoniuk
Gapińska
Kraus
Pomorska
Jaszczak
Kobiałka
Wencel
Kęska
Tyburska
Idzik
Pruszyńska
Stolarek
Kumor
Kurdziel
Palacz
Skawińska
Jelińska
Kotlińska
Madeja
Pastuszak
Soszyńska
Stachyra
Brzózka
Fiedorowicz
Gaca
Oczkowska
Wądołowska
Drzymała
Maślak
Kaszubowska
Pałys
Kocoń
Rosół
Wołek
Czarnocka
Galus
Bigos
Gałkowska
Jarzębska
Gałek
Janeczko
Opałka
Sulej
Frontczak
Migas
Nogaj
Sokalska
Wenta
Karasiewicz
Marchlewska
Walewska
Kulak
Rajska
Gaik
Rek
Żyłka
Michta
Foltyn
Gruba
Kropidłowska
Rębisz
Siek
Skórska
Chabowska
Sadło
Schneider
Bazan
Olszówka
Musialik
Woźniczka
Dzwonkowska
Kijak
Nizioł
Kwidzińska
Dąbrowa
Kłys
Słupska
Ziemińska
Nawara
Nejman
Gala
Rygielska
Żądło
Grzanka
Guzy
Jaroszek
Łupińska
Skrzyniarz
Solińska
Figurska
Kiedrowska
Słoma
Sobieska
Starzec
Ciborowska
Koźlik
Nakonieczna
Smolak
Czarniecka
Pacyna
Gucwa
Jakubowicz
Parol
Żygadło
Bartyzel
Lehmann
Rogacka
Baczewska
Bujalska
